dataset,metric,value,top_x,year,computed_date
REGARDS,n_papers,893,NA,NA,2026-06-23
REGARDS,n_authors,3487,NA,NA,2026-06-23
REGARDS,hhi,0.7427609790720329,NA,NA,2026-06-23
REGARDS,top_x_share,0.38633818589025753,1,NA,2026-06-23
REGARDS,top_x_share,0.7491601343784995,3,NA,2026-06-23
REGARDS,top_x_share,0.8342665173572228,5,NA,2026-06-23
REGARDS,top_x_share,0.8980963045912654,10,NA,2026-06-23
REGARDS,hhi,1.53515625,NA,2009,2026-06-23
REGARDS,hhi,1.2630385487528344,NA,2010,2026-06-23
REGARDS,hhi,1.874567474048442,NA,2011,2026-06-23
REGARDS,hhi,1.7584000000000037,NA,2012,2026-06-23
REGARDS,hhi,1.3919999999999948,NA,2013,2026-06-23
REGARDS,hhi,1.0986920332936954,NA,2014,2026-06-23
REGARDS,hhi,0.948907356109571,NA,2015,2026-06-23
REGARDS,hhi,1.2195041322313975,NA,2016,2026-06-23
REGARDS,hhi,1.1917009602194861,NA,2017,2026-06-23
REGARDS,hhi,1.2278217409412755,NA,2018,2026-06-23
REGARDS,hhi,1.2871999999999963,NA,2019,2026-06-23
REGARDS,hhi,0.940828402366862,NA,2020,2026-06-23
REGARDS,hhi,0.9690426638917848,NA,2021,2026-06-23
REGARDS,hhi,0.7940884745090213,NA,2022,2026-06-23
REGARDS,hhi,0.6980757786153508,NA,2023,2026-06-23
REGARDS,hhi,0.7656543939801203,NA,2024,2026-06-23
REGARDS,hhi,0.7869897959183789,NA,2025,2026-06-23
REGARDS,hhi,1.0078125,NA,2026,2026-06-23
